Nome_tribunal,Nome_orgao,Ano,Mes,Processos,Cod_ultima_classe,Nome_ultima_classe,Cod_assuntos,Nome_formato,Cod_orgao,Status,dias_antiguidade,descricao,Data
TSE,GABINETE STF3,2024,9,0600181-82.2024.6.11.0005,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82601,Novo,,Cargo - Vereador,22/09/2024
TSE,GABINETE STF1,2024,5,0612075-76.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0610419-84.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE JURISTA 1,2024,5,0604926-74.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11697,Eletronico,82604,Novo,,Contas - Desaprovacao/Rejeicao das Contas,23/05/2024
TSE,GABINETE JURISTA 1,2024,5,0604926-74.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12046,Eletronico,82604,Novo,,Prestacao de Contas - De Candidato,23/05/2024
TSE,GABINETE JURISTA 1,2024,5,0604926-74.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11631,Eletronico,82604,Novo,,Cargo - Deputado Federal,23/05/2024
TSE,GABINETE STF1,2024,5,0604754-87.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE JURISTA 1,2024,9,0600253-21.2024.6.09.0039,11549,RECURSO ESPECIAL ELEITORAL,11589,Eletronico,82604,Novo,,Condicao de Elegibilidade - Filiacao Partidaria,20/09/2024
TSE,GABINETE JURISTA 1,2024,9,0600253-21.2024.6.09.0039,11549,RECURSO ESPECIAL ELEITORAL,11618,Eletronico,82604,Novo,,Registro de Candidatura - RRC - Candidato,20/09/2024
TSE,GABINETE JURISTA 1,2024,9,0600253-21.2024.6.09.0039,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82604,Novo,,Cargo - Vereador,20/09/2024
TSE,GABINETE JURISTA 1,2024,9,0600123-58.2024.6.09.0127,11549,RECURSO ESPECIAL ELEITORAL,11589,Eletronico,82604,Novo,,Condicao de Elegibilidade - Filiacao Partidaria,23/09/2024
TSE,GABINETE JURISTA 1,2024,9,0600123-58.2024.6.09.0127,11549,RECURSO ESPECIAL ELEITORAL,11618,Eletronico,82604,Novo,,Registro de Candidatura - RRC - Candidato,23/09/2024
TSE,GABINETE JURISTA 1,2024,9,0600123-58.2024.6.09.0127,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82604,Novo,,Cargo - Vereador,23/09/2024
TSE,GABINETE JURISTA 1,2024,12,0600026-27.2024.6.05.0141,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82604,Novo,,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,12/12/2024
TSE,GABINETE STF2,2024,12,0600140-26.2024.6.19.0092,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82600,Novo,,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,03/12/2024
TSE,GABINETE STF1,2024,5,0604277-64.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF1,2024,5,0610080-28.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0601320-90.2024.6.00.0000,12633,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ELEITORAIS,12725,Eletronico,82599,Novo,,Regularizacao de Contas Eleitorais,14/05/2024
TSE,GABINETE STF1,2024,5,0604615-38.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STJ2,2024,5,0600420-28.2020.6.17.0145,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12064,Eletronico,82603,Novo,,Meios Processuais,24/05/2024
TSE,GABINETE STJ2,2024,5,0600420-28.2020.6.17.0145,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11722,Eletronico,82603,Novo,,Corrupcao ou Fraude,24/05/2024
TSE,GABINETE STJ2,2024,5,0600420-28.2020.6.17.0145,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12597,Eletronico,82603,Novo,,Candidatura Ficticia,24/05/2024
TSE,GABINETE STJ2,2024,5,0600420-28.2020.6.17.0145,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,14941,Eletronico,82603,Novo,,Percentual de Genero,24/05/2024
TSE,GABINETE STJ2,2024,5,0600420-28.2020.6.17.0145,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82603,Novo,,Cargo - Vereador,24/05/2024
TSE,GABINETE STF1,2024,5,0609184-82.2024.6.00.0000,12633,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ELEITORAIS,12725,Eletronico,82599,Novo,,Regularizacao de Contas Eleitorais,14/05/2024
TSE,GABINETE STF1,2024,5,0607550-51.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF1,2024,5,0609122-42.2024.6.00.0000,12633,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ELEITORAIS,12725,Eletronico,82599,Novo,,Regularizacao de Contas Eleitorais,14/05/2024
TSE,GABINETE STJ2,2024,10,0600111-87.2024.6.18.0064,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82603,Novo,,Impugnacao ao Registro de Candidatura,05/10/2024
TSE,GABINETE STJ2,2024,10,0600111-87.2024.6.18.0064,11549,RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82603,Novo,,Cargo - Prefeito,05/10/2024
TSE,GABINETE STJ2,2024,10,0600111-87.2024.6.18.0064,11549,RECURSO ESPECIAL ELEITORAL,11645,Eletronico,82603,Novo,,Eleicoes - Eleicao Majoritaria,05/10/2024
TSE,GABINETE STF1,2024,5,0606160-46.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF2,2024,9,0600274-49.2024.6.05.0090,11549,RECURSO ESPECIAL ELEITORAL,11589,Eletronico,82600,Novo,,Condicao de Elegibilidade - Filiacao Partidaria,21/09/2024
TSE,GABINETE STF2,2024,9,0600274-49.2024.6.05.0090,11549,RECURSO ESPECIAL ELEITORAL,11618,Eletronico,82600,Novo,,Registro de Candidatura - RRC - Candidato,21/09/2024
TSE,GABINETE STF2,2024,9,0600274-49.2024.6.05.0090,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82600,Novo,,Cargo - Vereador,21/09/2024
TSE,GABINETE STF1,2024,5,0605286-61.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF2,2024,9,0600119-39.2024.6.17.0146,11549,RECURSO ESPECIAL ELEITORAL,11589,Eletronico,82600,Novo,,Condicao de Elegibilidade - Filiacao Partidaria,29/09/2024
TSE,GABINETE STF2,2024,9,0600119-39.2024.6.17.0146,11549,RECURSO ESPECIAL ELEITORAL,11618,Eletronico,82600,Novo,,Registro de Candidatura - RRC - Candidato,29/09/2024
TSE,GABINETE STF2,2024,9,0600119-39.2024.6.17.0146,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82600,Novo,,Cargo - Vereador,29/09/2024
TSE,GABINETE STF2,2024,2,0602192-86.2022.6.14.0000,11549,RECURSO ESPECIAL ELEITORAL,11697,Eletronico,82600,Novo,,Contas - Desaprovacao/Rejeicao das Contas,15/02/2024
TSE,GABINETE STF2,2024,2,0602192-86.2022.6.14.0000,11549,RECURSO ESPECIAL ELEITORAL,12046,Eletronico,82600,Novo,,Prestacao de Contas - De Candidato,15/02/2024
TSE,GABINETE STF2,2024,2,0602192-86.2022.6.14.0000,11549,RECURSO ESPECIAL ELEITORAL,11631,Eletronico,82600,Novo,,Cargo - Deputado Federal,15/02/2024
TSE,GABINETE STF2,2024,9,0613343-68.2024.6.00.0000,12134,TUTELA CAUTELAR ANTECEDENTE,11722,Eletronico,82600,Novo,,Corrupcao ou Fraude,07/09/2024
TSE,GABINETE STF2,2024,9,0613343-68.2024.6.00.0000,12134,TUTELA CAUTELAR ANTECEDENTE,14941,Eletronico,82600,Novo,,Percentual de Genero,07/09/2024
TSE,GABINETE STF2,2024,9,0613343-68.2024.6.00.0000,12134,TUTELA CAUTELAR ANTECEDENTE,12597,Eletronico,82600,Novo,,Candidatura Ficticia,07/09/2024
TSE,GABINETE STF2,2024,9,0613343-68.2024.6.00.0000,12134,TUTELA CAUTELAR ANTECEDENTE,11638,Eletronico,82600,Novo,,Cargo - Vereador,07/09/2024
TSE,GABINETE STF1,2024,5,0609478-37.2024.6.00.0000,12059,SUSPENSAO DE SEGURANCA - ELEITORAL,12064,Eletronico,82599,Novo,,Meios Processuais,14/05/2024
TSE,GABINETE STF1,2024,5,0609478-37.2024.6.00.0000,12059,SUSPENSAO DE SEGURANCA - ELEITORAL,11667,Eletronico,82599,Novo,,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,14/05/2024
TSE,GABINETE STF1,2024,5,0611551-79.2024.6.00.0000,12633,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ELEITORAIS,12725,Eletronico,82599,Novo,,Regularizacao de Contas Eleitorais,15/05/2024
TSE,GABINETE STF1,2024,5,0604274-12.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF1,2024,5,0610810-39.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF3,2024,10,0600100-26.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82601,Novo,,Impugnacao ao Registro de Candidatura,04/10/2024
TSE,GABINETE STF3,2024,10,0600100-26.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,11753,Eletronico,82601,Novo,,Convencao Partidaria,04/10/2024
TSE,GABINETE STF3,2024,10,0600100-26.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,12044,Eletronico,82601,Novo,,Registro de Candidatura - DRAP Partido/Coligacao,04/10/2024
TSE,GABINETE STF3,2024,10,0600100-26.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82601,Novo,,Cargo - Vereador,04/10/2024
TSE,GABINETE STF3,2024,10,0600100-26.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,11646,Eletronico,82601,Novo,,Eleicoes - Eleicao Proporcional,04/10/2024
TSE,GABINETE JURISTA 2,2024,11,0600148-44.2024.6.08.0048,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11658,Eletronico,82605,Novo,,Propaganda Politica - Propaganda Eleitoral - Bem Publico,26/11/2024
TSE,GABINETE JURISTA 2,2024,11,0600148-44.2024.6.08.0048,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11655,Eletronico,82605,Novo,,Propaganda Politica - Propaganda Eleitoral - Banner/Cartaz/Faixa,26/11/2024
TSE,GABINETE STJ2,2024,9,0600364-75.2024.6.19.0055,11549,RECURSO ESPECIAL ELEITORAL,12044,Eletronico,82603,Novo,,Registro de Candidatura - DRAP Partido/Coligacao,20/09/2024
TSE,GABINETE STJ2,2024,9,0600364-75.2024.6.19.0055,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82603,Novo,,Cargo - Vereador,20/09/2024
TSE,GABINETE STJ2,2024,9,0600364-75.2024.6.19.0055,11549,RECURSO ESPECIAL ELEITORAL,11646,Eletronico,82603,Novo,,Eleicoes - Eleicao Proporcional,20/09/2024
TSE,GABINETE STF1,2024,5,0610660-58.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0603850-67.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF1,2024,5,0610846-81.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0610417-17.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0609733-92.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF1,2024,5,0601993-83.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF1,2024,5,0601366-79.2024.6.00.0000,12633,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ELEITORAIS,12725,Eletronico,82599,Novo,,Regularizacao de Contas Eleitorais,14/05/2024
TSE,GABINETE STF1,2024,5,0609882-88.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0605480-61.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF2,2024,9,0600071-93.2024.6.02.0018,11549,RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82600,Novo,,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,26/09/2024
TSE,GABINETE STF1,2024,5,0610574-87.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0610618-09.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STJ2,2024,6,0600504-27.2020.6.26.0000,11549,RECURSO ESPECIAL ELEITORAL,12048,Eletronico,82603,Novo,,Prestacao de Contas - De Exercicio Financeiro,19/06/2024
TSE,GABINETE STJ2,2024,11,0600268-62.2024.6.10.0103,11549,RECURSO ESPECIAL ELEITORAL,11618,Eletronico,82603,Novo,,Registro de Candidatura - RRC - Candidato,05/11/2024
TSE,GABINETE STJ2,2024,11,0600268-62.2024.6.10.0103,11549,RECURSO ESPECIAL ELEITORAL,11755,Eletronico,82603,Novo,,Filiacao Partidaria,05/11/2024
TSE,GABINETE STJ2,2024,11,0600268-62.2024.6.10.0103,11549,RECURSO ESPECIAL ELEITORAL,11589,Eletronico,82603,Novo,,Condicao de Elegibilidade - Filiacao Partidaria,05/11/2024
TSE,GABINETE STJ2,2024,11,0600268-62.2024.6.10.0103,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82603,Novo,,Cargo - Vereador,05/11/2024
TSE,GABINETE STF2,2024,12,0600125-39.2024.6.05.0030,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82600,Novo,,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,02/12/2024
TSE,GABINETE JURISTA 1,2024,2,0600422-56.2023.6.20.0000,1344,RECURSO EM HABEAS CORPUS,12064,Eletronico,82604,Novo,,Meios Processuais,06/02/2024
TSE,GABINETE JURISTA 1,2024,2,0600422-56.2023.6.20.0000,1344,RECURSO EM HABEAS CORPUS,11705,Eletronico,82604,Novo,,Habeas Corpus - Preventivo,06/02/2024
TSE,GABINETE JURISTA 1,2024,2,0600422-56.2023.6.20.0000,1344,RECURSO EM HABEAS CORPUS,11473,Eletronico,82604,Novo,,Falsidade Ideologica,06/02/2024
TSE,GABINETE JURISTA 1,2024,2,0600422-56.2023.6.20.0000,1344,RECURSO EM HABEAS CORPUS,11638,Eletronico,82604,Novo,,Cargo - Vereador,06/02/2024
TSE,GABINETE JURISTA 2,2024,9,0600091-08.2024.6.06.0072,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82605,Novo,,Impugnacao ao Registro de Candidatura,23/09/2024
TSE,GABINETE JURISTA 2,2024,9,0600091-08.2024.6.06.0072,11549,RECURSO ESPECIAL ELEITORAL,11604,Eletronico,82605,Novo,,Inelegibilidade - Rejeicao de Contas Publicas,23/09/2024
TSE,GABINETE JURISTA 2,2024,9,0600091-08.2024.6.06.0072,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82605,Novo,,Cargo - Vereador,23/09/2024
TSE,GABINETE STJ2,2024,6,0601520-13.2022.6.20.0000,11549,RECURSO ESPECIAL ELEITORAL,11696,Eletronico,82603,Novo,,Contas - Aprovacao das Contas com Ressalvas,13/06/2024
TSE,GABINETE STJ2,2024,6,0601520-13.2022.6.20.0000,11549,RECURSO ESPECIAL ELEITORAL,12046,Eletronico,82603,Novo,,Prestacao de Contas - De Candidato,13/06/2024
TSE,GABINETE STJ2,2024,6,0601520-13.2022.6.20.0000,11549,RECURSO ESPECIAL ELEITORAL,11631,Eletronico,82603,Novo,,Cargo - Deputado Federal,13/06/2024
TSE,GABINETE STF1,2024,5,0610623-31.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0609551-09.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STF1,2024,5,0608904-14.2024.6.00.0000,12633,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ELEITORAIS,12725,Eletronico,82599,Novo,,Regularizacao de Contas Eleitorais,14/05/2024
TSE,GABINETE STF1,2024,5,0610155-67.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,15/05/2024
TSE,GABINETE STF1,2024,5,0606807-41.2024.6.00.0000,12631,REQUERIMENTO DE REGULARIZACAO DE OMISSAO DE PRESTACAO DE CONTAS ANUAL,12726,Eletronico,82599,Novo,,Regularizacao de Contas Anuais,14/05/2024
TSE,GABINETE STJ1,2024,6,0612996-35.2024.6.00.0000,12377,PRESTACAO DE CONTAS ANUAL,12048,Eletronico,82602,Novo,,Prestacao de Contas - De Exercicio Financeiro,28/06/2024
TSE,GABINETE JURISTA 2,2024,9,0600188-12.2024.6.26.0214,11549,RECURSO ESPECIAL ELEITORAL,11600,Eletronico,82605,Novo,,Inelegibilidade - Desincompatibilizacao,24/09/2024
TSE,GABINETE JURISTA 2,2024,9,0600188-12.2024.6.26.0214,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82605,Novo,,Impugnacao ao Registro de Candidatura,24/09/2024
TSE,GABINETE JURISTA 2,2024,9,0600188-12.2024.6.26.0214,11549,RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82605,Novo,,Cargo - Prefeito,24/09/2024
