Tribunal,Grau,Nome_Orgao,Ano,Mes,Processo,Codigo_da_Ultima_classe,Nome_da_Ultima_classe,Codigos_classes,Codigos_assuntos,Data_de_Referencia,Formato,Codigo_Orgao,Status,Data_de_inicio,Data_da_ultima_movimentacao,Dias_de_antiguidade,Nome_orgao,Nome_da_ultima_classe,Codigos_Classes,Codigo_orgao
TST,SUP,PRESIDÃNCIA,2025,1,0010634-66.2023.5.15.0144,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13875},2025-01-30,EletrÃ´nico,45227.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,2,0011194-98.2022.5.15.0093,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13875},2024-02-27,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,0101057-73.2018.5.01.0003,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13833},2024-09-25,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,PRESIDÃNCIA,2024,2,0012007-64.2020.5.15.0039,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13216,14016,13793,12995,13796,14118,13799,13481,13769,14000,13875,13748,13781,13815,13882,13787,14075,13788,13884,13885,13886,13215}",2024-02-09,EletrÃ´nico,45227.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO HUGO CARLOS SCHEUERMANN,2024,4,0010933-77.2020.5.15.0102,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13875},2024-04-02,EletrÃ´nico,45216.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,4,1000804-97.2022.5.02.0001,11882,RECURSO DE REVISTA COM AGRAVO,"{1002,11882}","{13924,13390,13702}",2024-04-03,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,8,0010221-59.2023.5.03.0153,11882,RECURSO DE REVISTA COM AGRAVO,{11882},{13769},2024-08-06,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,4,0010524-15.2022.5.15.0108,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13796,13765,13863,13895,13864,13673,13994,13995,13996,13773,13838,13998,13999,14000,14001,13877,13750,13850,13851,14043}",2024-04-25,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,12,0001201-27.2023.5.13.0004,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14000,13745,13481,13994,13995,13996,13998,13999}",2024-12-18,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,0000184-35.2022.5.22.0005,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13184,13968,13970,14018,13924,14023,13928,14024,13962,13291,14014}",2024-09-06,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,7,0020438-28.2023.5.04.0641,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13769,13773,13787}",2024-07-09,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO DESEMBARGADOR CONVOCADO CARLOS EDUARDO GOMES PUGLIESE,2024,5,1000747-31.2021.5.02.0384,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13788,13787}",2024-05-10,EletrÃ´nico,88368.0,Novo,,,,,,,
TST,SUP,GABINETE DA MINISTRA MARIA HELENA MALLMANN,2024,8,1000721-79.2021.5.02.0401,11882,RECURSO DE REVISTA COM AGRAVO,{11882},"{13765,13062,13863,13481,13994,13233,13810,13875,13620,14036,13814,13719,13787,13788}",2024-08-01,EletrÃ´nico,45188.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO ALEXANDRE LUIZ RAMOS,2024,12,0000871-36.2022.5.10.0008,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,"{1008,1002}","{13184,14001,13719,14023,13994,13451,13995,13996,13998}",2024-12-19,EletrÃ´nico,78381.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,3,1001227-28.2021.5.02.0022,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13832,14018,13887}",2024-03-11,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,6,0011616-75.2023.5.18.0054,1008,RECURSO DE REVISTA,{1008},{13787},2024-06-17,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,10,0010368-81.2019.5.15.0124,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13184,14000,13998,13719,13999}",2024-10-30,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO DESEMBARGADOR CONVOCADO JOSÃ PEDRO DE CAMARGO RODRIGUES DE SOUZA,2024,3,0100929-09.2019.5.01.0071,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13979},2024-03-06,EletrÃ´nico,85726.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,7,0020616-73.2018.5.04.0019,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13184,14000,13970,13749,13998,13999}",2024-07-28,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,7,0000667-65.2023.5.12.0019,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14056,13769,13993,13962,13994,13996,13998,13999,14000,13905,14001,14033,13877}",2024-07-24,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,5,0010406-18.2019.5.15.0149,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13385,13770,13787,13799}",2024-05-09,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,7,0010711-26.2022.5.15.0010,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13772,13765,13962}",2024-07-18,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,3,0011085-03.2021.5.15.0002,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13968,14012,14016}",2024-03-12,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,1000385-78.2017.5.02.0607,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{12993,13994,13787,13725,13774,13814}",2024-09-12,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO DESEMBARGADOR CONVOCADO JOSÃ PEDRO DE CAMARGO RODRIGUES DE SOUZA,2024,2,0000124-63.2019.5.05.0612,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14012,13769}",2024-02-16,EletrÃ´nico,85726.0,Novo,,,,,,,
TST,SUP,GABINETE DO DESEMBARGADOR CONVOCADO JOSÃ PEDRO DE CAMARGO RODRIGUES DE SOUZA,2024,3,0000696-08.2020.5.09.0245,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13769,13875,13772,10655}",2024-03-27,EletrÃ´nico,85726.0,Novo,,,,,,,
TST,SUP,GABINETE DA MINISTRA LIANA CHAIB,2024,5,0021065-57.2015.5.04.0012,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,"{1008,1002}","{10685,14075}",2024-05-21,EletrÃ´nico,85727.0,Novo,,,,,,,
TST,SUP,PRESIDÃNCIA,2024,3,1001136-39.2020.5.02.0323,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13796,13988,13991,13994,13771,13995,13772,13996,13998,14001,14005,13722,13787,13788}",2024-03-01,EletrÃ´nico,45227.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO SERGIO PINTO MARTINS,2024,5,0100376-44.2021.5.01.0021,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13769,13787,13851,13931,13773,13799}",2024-05-08,EletrÃ´nico,84522.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO HUGO CARLOS SCHEUERMANN,2024,9,0000936-29.2019.5.09.0084,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,"{1000,1002,11882}","{13233,13221,13863,8843,13851,10652,9517,14046,10655}",2024-09-16,EletrÃ´nico,45216.0,Novo,,,,,,,
TST,SUP,PRESIDÃNCIA,2024,3,0000127-82.2023.5.14.0141,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13184,13185,14017,13922,13875,13939,13994,13995,13420,13996,13998,10655}",2024-03-06,EletrÃ´nico,45227.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,4,0000187-77.2023.5.10.0105,1008,RECURSO DE REVISTA,{1008},{13787},2024-04-09,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,10,0000212-14.2024.5.21.0020,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13769},2024-10-09,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO BRENO MEDEIROS,2024,3,0000827-27.2020.5.20.0002,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13722},2024-03-07,EletrÃ´nico,82802.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,6,0010006-91.2020.5.03.0152,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14000,14001,13970,13994,13995,13998,13999}",2024-06-07,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,7,0000820-10.2021.5.05.0134,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13184,13191}",2024-07-19,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,8,0011464-90.2022.5.03.0050,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13769},2024-08-05,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,2,0022307-74.2020.5.04.0271,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13796,13769,13814}",2024-02-28,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,0100619-82.2019.5.01.0077,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13732},2024-09-26,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO HUGO CARLOS SCHEUERMANN,2024,8,0000512-92.2021.5.09.0091,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,"{1002,11882}","{13385,8843,13851,14005,13215,13863}",2024-08-02,EletrÃ´nico,45216.0,Novo,,,,,,,
TST,SUP,PRESIDÃNCIA,2024,2,0000434-13.2021.5.05.0511,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13233,13881,13621,13877}",2024-02-15,EletrÃ´nico,45227.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,2,0000591-71.2021.5.06.0312,11882,RECURSO DE REVISTA COM AGRAVO,{11882},"{13793,13796,13319,13799,13863,14024,13129,13385,13291,13683,13749,13813,13976,14010}",2024-02-29,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,7,0010550-90.2023.5.03.0082,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13994,13875,13765,13877,13998}",2024-07-17,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO AMAURY RODRIGUES PINTO JÃNIOR,2024,3,0100300-37.2020.5.01.0059,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13787,13799}",2024-03-24,EletrÃ´nico,84130.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,0010002-73.2023.5.03.0144,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13880,13769}",2024-09-30,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,4,0011399-14.2022.5.15.0066,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13860},2024-04-15,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,3,1000628-03.2021.5.02.0374,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13832},2024-03-12,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,4,0017042-26.2020.5.16.0023,1000,AGRAVO,"{1000,1002}","{14012,14016}",2024-04-05,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,5,0000564-70.2022.5.11.0003,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,"{1000,1002}","{13765,13863,13832,13912,13769,13994,13851,13931,13772}",2024-05-27,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,8,0021035-55.2021.5.04.0030,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14012,14016}",2024-08-09,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,10,0000074-27.2024.5.13.0034,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14000,14001,13970,12612,13814,13719,13994,13995,13996,13998,13999}",2024-10-24,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,10,0016540-70.2022.5.16.0006,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13994},2024-10-10,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,10,0010047-05.2023.5.15.0060,11882,RECURSO DE REVISTA COM AGRAVO,{11882},"{13184,13800,13928,13769}",2024-10-16,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,12,0001207-31.2017.5.09.0594,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{14011},2024-12-19,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,0100637-44.2021.5.01.0462,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13184,13793,13796,13924,13799,13385,13769,13772,13997,14032,13940,14036,13815,14009,14074,13787,13788,13790}",2024-09-19,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO DESEMBARGADOR CONVOCADO JOSÃ PEDRO DE CAMARGO RODRIGUES DE SOUZA,2024,3,0022200-84.2008.5.03.0107,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13481,13745,13970,13875,13838}",2024-03-01,EletrÃ´nico,85726.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO AMAURY RODRIGUES PINTO JÃNIOR,2024,2,0000522-53.2022.5.05.0014,1008,RECURSO DE REVISTA,{1008},"{13769,13938,13787,13732,13942}",2024-02-29,EletrÃ´nico,84130.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,11,1000438-89.2022.5.02.0411,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13968,13089,13875,13844,14024,14040,14014,13791}",2024-11-05,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,1,0000651-54.2023.5.13.0029,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13982},2024-01-30,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,3,0012016-40.2017.5.03.0144,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13793,13796,13765,13385,13769,13771,13613,13999,13776,13938,13875,13850,14010}",2024-03-01,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,6,0039144-36.2023.5.15.0000,1009,RECURSO ORDINÃ?RIO TRABALHISTA,{1009},{13043},2024-06-10,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2025,1,0000167-72.2024.5.06.0102,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13970,13994,13796,14036,13390}",2025-01-24,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO CLÃ?UDIO MASCARENHAS BRANDÃO,2024,5,0000495-02.2022.5.23.0101,11882,RECURSO DE REVISTA COM AGRAVO,{11882},"{13184,13875,13796,13924,13781,14118,13769,13613,13773}",2024-05-08,EletrÃ´nico,45211.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,12,0010178-47.2019.5.15.0083,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13922,13749,13781,13814,14054,14056,13481,13771,13787,13931,13804,13998}",2024-12-13,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,0000776-90.2022.5.07.0007,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13237,13854,14026}",2024-09-27,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,5,0001733-07.2012.5.19.0008,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{14037},2024-05-29,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,5,0000918-12.2022.5.17.0009,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13968,14040}",2024-05-22,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,4,0010097-86.2023.5.03.0182,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13858},2024-04-23,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,6,0000622-52.2022.5.05.0161,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{10655,13719}",2024-06-06,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,8,1001240-63.2022.5.02.0613,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14032,14033,13924,13062,13983}",2024-08-15,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DA MINISTRA MARIA CRISTINA IRIGOYEN PEDUZZI,2024,8,0001364-52.2016.5.06.0002,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,"{1008,1002}","{13233,14034}",2024-08-01,EletrÃ´nico,45186.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,5,1000867-98.2022.5.02.0203,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13998},2024-05-14,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DA MINISTRA MARIA HELENA MALLMANN,2024,3,0001577-60.2017.5.05.0193,1008,RECURSO DE REVISTA,{1008},"{13184,14000,14016,13922,13970,13875,13749,13864,13995,13997,13998,13999}",2024-03-26,EletrÃ´nico,45188.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,11,0010382-56.2024.5.18.0011,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13994,13998}",2024-11-19,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2025,1,0010548-23.2024.5.03.0006,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13970,13843,13719,13722,14010,10301,8990,13406}",2025-01-24,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,7,1000723-68.2023.5.02.0372,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13722},2024-07-03,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,10,0010181-80.2023.5.03.0152,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13968,13719,13875}",2024-10-22,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,2,0000642-40.2020.5.17.0012,11882,RECURSO DE REVISTA COM AGRAVO,{11882},"{14009,14010,8843,10655,13967}",2024-02-22,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,4,1000709-60.2022.5.02.0068,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{14024,13853,14015}",2024-04-12,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,9,0000270-89.2021.5.09.0041,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{864},2024-09-23,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DA MINISTRA MARIA HELENA MALLMANN,2024,3,0100118-47.2020.5.01.0028,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},"{13844,13749,13799,13993,13994,14010,13772}",2024-03-11,EletrÃ´nico,45188.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO IVES GANDRA DA SILVA MARTINS FILHO,2024,3,0011443-34.2019.5.18.0008,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13968},2024-03-31,EletrÃ´nico,45217.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,8,1001223-11.2023.5.02.0316,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,{1002},{13390},2024-08-30,EletrÃ´nico,13221.0,Novo,,,,,,,
TST,SUP,GABINETE DO MINISTRO CLÃ?UDIO MASCARENHAS BRANDÃO,2024,3,1001324-11.2017.5.02.0461,1002,AGRAVO DE INSTRUMENTO EM RECURSO DE REVISTA,"{1689,1002,11882}","{14009,13772,10685,14030,10655,13791}",2024-03-13,EletrÃ´nico,45211.0,Novo,,,,,,,
TST,SUP,TRIBUNAL SUPERIOR DO TRABALHO,2024,2,0000264-08.2022.5.06.0146,1000,AGRAVO,"{1000,1002}","{13184,13796,13385,13769,13995,13996,13998,13999,14000,13969,14005,13719,13787,14077}",2024-02-22,EletrÃ´nico,13221.0,Novo,,,,,,,
